ts,actions
175333.33333333334,"{'browOuterUpLeft': 0.2681591510772705, 'browOuterUpRight': 0.26829835772514343, 'eyeLookInRight': 0.9648495316505432, 'eyeLookOutLeft': 0.9651826620101929, 'eyeLookUpLeft': 0.32124099135398865, 'eyeLookUpRight': 0.3015618920326233, 'eyeSquintLeft': 0.2713626027107239, 'mouthShrugLower': 0.22676557302474976}"
177266.66666666666,"{'eyeLookInLeft': 0.7272360324859619, 'eyeLookOutRight': 0.7208544015884399, 'eyeSquintLeft': 0.31606024503707886, 'mouthPressLeft': 0.39154428243637085}"
179466.66666666666,"{'browInnerUp': 0.7041584253311157, 'browOuterUpLeft': 0.32276326417922974, 'browOuterUpRight': 0.5154816508293152, 'eyeBlinkLeft': 0.5030663013458252, 'eyeBlinkRight': 0.2868846654891968, 'eyeLookDownLeft': 0.5053173303604126, 'eyeLookDownRight': 0.4964120090007782, 'eyeLookInLeft': 0.30724000930786133, 'eyeLookOutRight': 0.26194316148757935, 'eyeSquintLeft': 0.5026423931121826, 'eyeSquintRight': 0.3977263867855072, 'mouthPressLeft': 0.4366110861301422}"
182500.0,"{'eyeSquintLeft': 0.2853175103664398, 'eyeSquintRight': 0.33527860045433044, 'mouthPressLeft': 0.5436389446258545}"
185000.0,"{'eyeBlinkLeft': 0.4804501235485077, 'eyeBlinkRight': 0.38143911957740784, 'eyeLookDownLeft': 0.5922621488571167, 'eyeLookDownRight': 0.5989013314247131, 'eyeLookInLeft': 0.30562376976013184, 'eyeLookOutRight': 0.20073302090168, 'eyeSquintLeft': 0.6525375247001648, 'eyeSquintRight': 0.3067208230495453, 'mouthPressLeft': 0.3399216830730438, 'mouthPressRight': 0.20646552741527557}"
187266.66666666666,"{'browInnerUp': 0.3888385593891144, 'browOuterUpLeft': 0.23518849909305573, 'browOuterUpRight': 0.8174346089363098, 'eyeBlinkLeft': 0.46504324674606323, 'eyeBlinkRight': 0.2653336524963379, 'eyeLookDownLeft': 0.5344157218933105, 'eyeLookDownRight': 0.3581387996673584, 'eyeLookInRight': 0.2517545223236084, 'eyeSquintLeft': 0.5608898997306824, 'eyeSquintRight': 0.5541818737983704}"
190533.33333333334,"{'browOuterUpLeft': 0.20796798169612885, 'eyeBlinkLeft': 0.24250690639019012, 'eyeBlinkRight': 0.2630976140499115, 'eyeLookDownLeft': 0.28128159046173096, 'eyeLookDownRight': 0.4038352370262146, 'eyeLookInRight': 0.209454745054245, 'eyeSquintLeft': 0.44328629970550537, 'eyeSquintRight': 0.361978679895401}"
192400.0,"{'browOuterUpLeft': 0.2646840214729309, 'browOuterUpRight': 0.3803217113018036, 'eyeLookUpLeft': 0.3830573558807373, 'eyeLookUpRight': 0.4409271776676178, 'mouthLowerDownLeft': 0.22083093225955963, 'mouthLowerDownRight': 0.3147459030151367, 'mouthRight': 0.20701682567596436}"
194466.66666666666,"{'browOuterUpLeft': 0.3134167790412903, 'eyeLookUpLeft': 0.21836349368095398, 'eyeLookUpRight': 0.25636857748031616, 'eyeSquintLeft': 0.21205924451351166, 'eyeSquintRight': 0.27969464659690857}"
196700.0,"{'eyeLookInRight': 0.2985265254974365, 'eyeLookOutLeft': 0.3069916069507599, 'eyeLookUpLeft': 0.2288161814212799, 'eyeLookUpRight': 0.30253881216049194, 'eyeSquintRight': 0.39054474234580994}"
199066.66666666666,"{'eyeLookUpRight': 0.20352570712566376, 'eyeSquintLeft': 0.24284031987190247, 'eyeSquintRight': 0.4732394814491272, 'mouthPressLeft': 0.2999802231788635, 'mouthRight': 0.31871089339256287}"
201433.33333333334,"{'browOuterUpRight': 0.23448818922042847, 'eyeLookOutLeft': 0.2013011872768402, 'eyeSquintLeft': 0.28961125016212463, 'eyeSquintRight': 0.4792475998401642, 'mouthPressLeft': 0.44433116912841797}"
203766.66666666666,"{'browInnerUp': 0.44506219029426575, 'eyeBlinkLeft': 0.28255245089530945, 'eyeBlinkRight': 0.20312157273292542, 'eyeLookDownLeft': 0.4740423858165741, 'eyeLookDownRight': 0.4656200110912323, 'eyeLookInLeft': 0.32255709171295166, 'eyeLookOutRight': 0.2971113622188568, 'eyeSquintLeft': 0.5179564952850342, 'eyeSquintRight': 0.35271188616752625, 'mouthPressLeft': 0.3768892288208008}"
206033.33333333334,"{'eyeSquintLeft': 0.2152828574180603, 'eyeSquintRight': 0.3334507644176483}"
207966.66666666666,"{'eyeLookUpRight': 0.23927055299282074, 'eyeSquintLeft': 0.24661734700202942, 'eyeSquintRight': 0.33113718032836914, 'mouthPressLeft': 0.3510972261428833}"
210333.33333333334,"{'eyeLookInLeft': 0.20799165964126587, 'eyeLookOutRight': 0.24369993805885315, 'eyeLookUpLeft': 0.27687084674835205, 'eyeLookUpRight': 0.33683469891548157, 'eyeSquintRight': 0.397830605506897, 'mouthPressLeft': 0.4185808300971985}"
212333.33333333334,"{'browOuterUpLeft': 0.20930416882038116, 'browOuterUpRight': 0.26355990767478943, 'eyeLookUpLeft': 0.2914235591888428, 'eyeLookUpRight': 0.35083988308906555, 'eyeSquintRight': 0.2106160670518875, 'mouthRight': 0.24281039834022522}"
214700.0,"{'eyeLookUpRight': 0.221747025847435, 'eyeSquintRight': 0.6923847794532776, 'mouthRight': 0.2573036253452301}"
216866.6666666667,"{'browOuterUpLeft': 0.39433521032333374, 'browOuterUpRight': 0.4940412640571594, 'eyeLookInLeft': 0.2756902873516083, 'eyeLookOutRight': 0.30751118063926697, 'eyeLookUpLeft': 0.33477315306663513, 'eyeLookUpRight': 0.3568154275417328, 'eyeSquintLeft': 0.5434985160827637, 'eyeSquintRight': 0.3715362846851349}"
218966.66666666666,"{'browOuterUpLeft': 0.2476368546485901, 'browOuterUpRight': 0.44817376136779785, 'eyeBlinkLeft': 0.37285172939300537, 'eyeLookDownLeft': 0.3869674503803253, 'eyeLookDownRight': 0.34221214056015015, 'eyeSquintLeft': 0.3020600378513336, 'eyeSquintRight': 0.43217459321022034, 'mouthRight': 0.21967148780822754}"
220600.0,"{'browOuterUpLeft': 0.2479763925075531, 'browOuterUpRight': 0.24069097638130188, 'eyeLookUpLeft': 0.4982602298259735, 'eyeLookUpRight': 0.5589573383331299, 'eyeSquintRight': 0.24222446978092194}"
222500.0,"{'browOuterUpLeft': 0.2759821116924286, 'browOuterUpRight': 0.3434337377548218, 'eyeLookUpLeft': 0.5279102921485901, 'eyeLookUpRight': 0.5651861429214478}"
224299.99999999997,"{'browInnerUp': 0.24848437309265137, 'browOuterUpLeft': 0.3537463843822479, 'browOuterUpRight': 0.5784507989883423, 'eyeLookDownLeft': 0.23794259130954742, 'eyeLookInLeft': 0.27721408009529114, 'eyeLookOutRight': 0.2936074137687683, 'eyeSquintLeft': 0.3698362708091736, 'eyeSquintRight': 0.46309545636177063}"
226366.6666666667,"{'browOuterUpLeft': 0.206582710146904, 'browOuterUpRight': 0.2568785548210144, 'eyeLookUpLeft': 0.4953993558883667, 'eyeLookUpRight': 0.5637485980987549, 'eyeSquintRight': 0.2219986915588379}"
228266.66666666666,"{'browOuterUpRight': 0.21587011218070984, 'eyeLookOutRight': 0.20245970785617828, 'eyeLookUpLeft': 0.2490345984697342, 'eyeLookUpRight': 0.3222992718219757, 'eyeSquintRight': 0.22771568596363068, 'mouthPressLeft': 0.6018866300582886}"
230066.66666666666,"{'browOuterUpRight': 0.292534738779068, 'eyeLookUpLeft': 0.4730227291584015, 'eyeLookUpRight': 0.5195478796958923, 'eyeSquintLeft': 0.21635888516902924, 'eyeSquintRight': 0.20772017538547516}"
231333.33333333334,"{'browOuterUpRight': 0.30201077461242676, 'eyeLookUpLeft': 0.3829001486301422, 'eyeLookUpRight': 0.44970473647117615, 'eyeSquintRight': 0.3008809983730316}"
233400.0,"{'browInnerUp': 0.42549261450767517, 'browOuterUpLeft': 0.3430843949317932, 'browOuterUpRight': 0.47410714626312256, 'eyeLookInLeft': 0.5007013082504272, 'eyeLookOutRight': 0.5105788707733154, 'eyeLookUpRight': 0.23086422681808472, 'eyeSquintLeft': 0.31140831112861633, 'eyeSquintRight': 0.32713794708251953}"
235600.0,"{'browOuterUpLeft': 0.2965419888496399, 'browOuterUpRight': 0.20425108075141907, 'eyeLookInRight': 0.9627233147621155, 'eyeLookOutLeft': 0.9620102643966675, 'eyeLookUpLeft': 0.23611728847026825, 'eyeLookUpRight': 0.22688642144203186, 'eyeSquintLeft': 0.2127864509820938}"
237866.6666666667,"{'browOuterUpLeft': 0.20809651911258698, 'browOuterUpRight': 0.3265635371208191, 'eyeLookInLeft': 0.27161386609077454, 'eyeLookOutRight': 0.3005184233188629, 'mouthPressLeft': 0.3476178050041199, 'mouthStretchLeft': 0.25375741720199585}"
239966.66666666666,"{'eyeLookInLeft': 0.7835336327552795, 'eyeLookOutRight': 0.7968084216117859, 'mouthPressLeft': 0.26189497113227844, 'mouthSmileLeft': 0.34362170100212097, 'mouthSmileRight': 0.3647460341453552}"
241733.3333333333,"{'browOuterUpLeft': 0.21834927797317505, 'browOuterUpRight': 0.3249220848083496, 'eyeLookDownLeft': 0.2698805630207062, 'eyeLookDownRight': 0.2360815405845642, 'mouthLowerDownLeft': 0.2872324287891388, 'mouthLowerDownRight': 0.25571882724761963, 'mouthSmileLeft': 0.3587472140789032, 'mouthSmileRight': 0.29915452003479004, 'mouthStretchLeft': 0.4029557406902313}"
243500.0,"{'browOuterUpLeft': 0.2305772453546524, 'browOuterUpRight': 0.4009012281894684, 'eyeLookInLeft': 0.2006036937236786, 'eyeLookOutRight': 0.23437170684337616, 'eyeLookUpLeft': 0.4313185513019562, 'eyeLookUpRight': 0.456173300743103, 'eyeSquintLeft': 0.3850843906402588, 'eyeSquintRight': 0.29128211736679077, 'mouthPressLeft': 0.20430660247802734}"
245366.6666666667,"{'browInnerUp': 0.47178909182548523, 'browOuterUpLeft': 0.583897590637207, 'browOuterUpRight': 0.7538892030715942, 'eyeBlinkLeft': 0.26677462458610535, 'eyeLookDownLeft': 0.47299090027809143, 'eyeLookDownRight': 0.4589467942714691, 'eyeLookInRight': 0.3117140233516693, 'eyeLookOutLeft': 0.3058426082134247, 'eyeSquintLeft': 0.35022878646850586, 'eyeSquintRight': 0.4715729355812073}"
247233.3333333333,"{'browOuterUpLeft': 0.2721990644931793, 'browOuterUpRight': 0.31568142771720886, 'eyeLookUpLeft': 0.5253151655197144, 'eyeLookUpRight': 0.5694315433502197, 'eyeSquintLeft': 0.26656240224838257}"
249200.0,"{'browOuterUpLeft': 0.2493331879377365, 'eyeLookInLeft': 0.8082957863807678, 'eyeLookOutRight': 0.8189524412155151, 'eyeLookUpLeft': 0.31980398297309875, 'eyeLookUpRight': 0.3604142367839813}"
251466.66666666666,"{'browInnerUp': 0.7163442373275757, 'browOuterUpLeft': 0.5125625729560852, 'browOuterUpRight': 0.552247166633606, 'eyeBlinkLeft': 0.45682457089424133, 'eyeLookUpRight': 0.35239729285240173, 'eyeSquintRight': 0.5891053080558777, 'mouthLowerDownLeft': 0.25690674781799316, 'mouthLowerDownRight': 0.2598452568054199}"
253600.0,"{'browInnerUp': 0.2659568786621094, 'browOuterUpLeft': 0.33313262462615967, 'browOuterUpRight': 0.5497817993164062, 'eyeLookDownLeft': 0.4112234115600586, 'eyeLookDownRight': 0.3935978412628174, 'eyeLookInLeft': 0.2926798462867737, 'eyeLookOutRight': 0.3227877616882324, 'eyeSquintRight': 0.35109296441078186}"
255733.3333333333,"{'browOuterUpRight': 0.23510634899139404, 'eyeLookInLeft': 0.21653534471988678, 'eyeLookOutRight': 0.2689764201641083, 'eyeLookUpLeft': 0.3550291061401367, 'eyeLookUpRight': 0.43374869227409363, 'mouthPressLeft': 0.2091851383447647}"
257899.99999999997,"{'browOuterUpRight': 0.3308652937412262, 'eyeLookUpLeft': 0.4000667929649353, 'eyeLookUpRight': 0.4653332829475403, 'eyeSquintLeft': 0.2427549660205841, 'eyeSquintRight': 0.30173081159591675}"
260233.33333333334,"{'eyeLookInLeft': 0.3273891806602478, 'eyeLookOutRight': 0.3735271096229553, 'eyeLookUpLeft': 0.40549319982528687, 'eyeLookUpRight': 0.44978371262550354}"
262000.0,"{'browOuterUpLeft': 0.265674352645874, 'browOuterUpRight': 0.3758748769760132, 'eyeLookUpLeft': 0.47354426980018616, 'eyeLookUpRight': 0.5040820240974426, 'eyeSquintLeft': 0.26239001750946045, 'eyeSquintRight': 0.20826256275177002}"
263733.3333333334,"{'browOuterUpLeft': 0.33774739503860474, 'browOuterUpRight': 0.34376078844070435, 'eyeLookInLeft': 0.21948960423469543, 'eyeLookOutRight': 0.26324933767318726, 'eyeLookUpLeft': 0.6054331064224243, 'eyeLookUpRight': 0.6269994378089905, 'eyeSquintLeft': 0.22679777443408966}"
265800.0,"{'browOuterUpLeft': 0.4286014139652252, 'browOuterUpRight': 0.430641233921051, 'eyeLookUpLeft': 0.5753681659698486, 'eyeLookUpRight': 0.6068742275238037, 'eyeSquintLeft': 0.2072102278470993, 'eyeSquintRight': 0.20389457046985626}"
267566.6666666667,"{'browInnerUp': 0.28612881898880005, 'browOuterUpLeft': 0.43464991450309753, 'browOuterUpRight': 0.6645694971084595, 'eyeLookDownLeft': 0.2841373383998871, 'eyeLookDownRight': 0.2565004229545593, 'eyeLookInLeft': 0.28383100032806396, 'eyeLookOutRight': 0.2977309226989746, 'eyeSquintLeft': 0.3380279839038849, 'eyeSquintRight': 0.2736915946006775}"
269366.6666666667,"{'browOuterUpLeft': 0.301543265581131, 'browOuterUpRight': 0.44038262963294983, 'eyeLookOutRight': 0.2399066537618637, 'eyeLookUpLeft': 0.4874586760997772, 'eyeLookUpRight': 0.5478609800338745, 'eyeSquintLeft': 0.26333722472190857, 'eyeSquintRight': 0.23207707703113556, 'mouthRight': 0.22313183546066284}"
271066.6666666667,"{'browOuterUpRight': 0.2312435656785965, 'eyeLookUpLeft': 0.48920658230781555, 'eyeLookUpRight': 0.55507493019104, 'eyeSquintLeft': 0.2650681436061859, 'eyeSquintRight': 0.2920818626880646}"
273233.3333333334,"{'eyeLookInLeft': 0.7956671118736267, 'eyeLookOutRight': 0.8065762519836426, 'eyeLookUpLeft': 0.38198795914649963, 'eyeLookUpRight': 0.3976669907569885}"
275200.0,"{'eyeLookInLeft': 0.6949658393859863, 'eyeLookOutRight': 0.7179355621337891, 'eyeSquintLeft': 0.3022257387638092, 'eyeSquintRight': 0.3790770173072815}"
277333.3333333333,"{'browOuterUpLeft': 0.2514247000217438, 'browOuterUpRight': 0.2937276363372803, 'eyeLookUpLeft': 0.3390865623950958, 'eyeLookUpRight': 0.4050486981868744, 'eyeSquintRight': 0.2607242166996002, 'mouthPressLeft': 0.3913496732711792}"
278933.3333333333,"{'browInnerUp': 0.24860121309757233, 'browOuterUpLeft': 0.5317530632019043, 'browOuterUpRight': 0.7188554406166077, 'eyeLookDownLeft': 0.428501158952713, 'eyeLookDownRight': 0.42122188210487366, 'eyeLookInRight': 0.5736270546913147, 'eyeLookOutLeft': 0.567118227481842, 'eyeSquintLeft': 0.39288008213043213, 'eyeSquintRight': 0.47140273451805115}"
281166.6666666667,"{'browInnerUp': 0.2994338572025299, 'browOuterUpLeft': 0.667373776435852, 'browOuterUpRight': 0.7570414543151855, 'eyeBlinkRight': 0.21306684613227844, 'eyeLookDownLeft': 0.4800180494785309, 'eyeLookDownRight': 0.4951133131980896, 'eyeLookInRight': 0.599972128868103, 'eyeLookOutLeft': 0.5927294492721558, 'eyeSquintLeft': 0.3124362826347351, 'eyeSquintRight': 0.4012811779975891}"
283466.6666666666,"{'browOuterUpLeft': 0.24915330111980438, 'browOuterUpRight': 0.30891504883766174, 'eyeLookUpLeft': 0.4769740402698517, 'eyeLookUpRight': 0.5231015682220459, 'eyeSquintLeft': 0.22522710263729095, 'eyeSquintRight': 0.20786327123641968}"
285733.3333333334,"{'browInnerUp': 0.41076233983039856, 'browOuterUpLeft': 0.6920511722564697, 'browOuterUpRight': 0.7906519770622253, 'eyeBlinkLeft': 0.2943367660045624, 'eyeBlinkRight': 0.29564663767814636, 'eyeLookDownLeft': 0.5657198429107666, 'eyeLookDownRight': 0.5845080614089966, 'eyeLookInRight': 0.5762479305267334, 'eyeLookOutLeft': 0.5697880983352661, 'eyeSquintLeft': 0.38173872232437134, 'eyeSquintRight': 0.48982545733451843}"
287866.6666666667,"{'browInnerUp': 0.21663907170295715, 'browOuterUpLeft': 0.6769059300422668, 'browOuterUpRight': 0.7786049842834473, 'eyeBlinkLeft': 0.30534204840660095, 'eyeBlinkRight': 0.24493016302585602, 'eyeLookDownLeft': 0.3820677399635315, 'eyeLookDownRight': 0.3961383104324341, 'eyeLookInRight': 0.4210221469402313, 'eyeLookOutLeft': 0.4106466770172119, 'eyeSquintLeft': 0.6261262893676758, 'eyeSquintRight': 0.4661296010017395}"
290400.0,"{'browOuterUpRight': 0.3119862973690033, 'eyeLookUpLeft': 0.22689568996429443, 'eyeLookUpRight': 0.2878219187259674}"
292666.6666666667,"{'browOuterUpLeft': 0.3052639663219452, 'browOuterUpRight': 0.2904036343097687, 'eyeLookUpLeft': 0.2279708832502365, 'eyeLookUpRight': 0.25884681940078735}"
294733.3333333334,"{'browOuterUpRight': 0.24712619185447693, 'eyeLookUpLeft': 0.5364887714385986, 'eyeLookUpRight': 0.603318452835083, 'eyeSquintRight': 0.2580597996711731}"
297033.3333333333,"{'browOuterUpLeft': 0.20593397319316864, 'browOuterUpRight': 0.23191918432712555, 'eyeLookUpLeft': 0.20552431046962738, 'eyeLookUpRight': 0.242890402674675, 'mouthPressLeft': 0.5106161832809448}"
299066.6666666667,"{'browOuterUpRight': 0.410773903131485, 'eyeBlinkLeft': 0.34003227949142456, 'eyeLookDownLeft': 0.2267340123653412, 'eyeLookDownRight': 0.21443040668964386, 'eyeSquintLeft': 0.46901196241378784, 'eyeSquintRight': 0.4191776216030121, 'mouthPressLeft': 0.4307830333709717}"
301166.6666666667,"{'eyeLookUpLeft': 0.34318864345550537, 'eyeLookUpRight': 0.42013847827911377, 'eyeSquintLeft': 0.28671738505363464, 'eyeSquintRight': 0.33888953924179077, 'mouthPressLeft': 0.34135839343070984}"
303366.6666666667,"{'browOuterUpLeft': 0.28922680020332336, 'eyeBlinkLeft': 0.5933231115341187, 'eyeBlinkRight': 0.3180731534957886, 'eyeLookDownLeft': 0.5916974544525146, 'eyeLookDownRight': 0.5816510319709778, 'eyeSquintLeft': 0.5902308225631714, 'eyeSquintRight': 0.3996438682079315, 'mouthSmileLeft': 0.651202917098999, 'mouthSmileRight': 0.5419104099273682}"
305666.6666666667,"{'browInnerUp': 0.22728468477725983, 'browOuterUpLeft': 0.3673263490200043, 'browOuterUpRight': 0.2888502776622772, 'eyeLookInRight': 0.9597637057304382, 'eyeLookOutLeft': 0.9580235481262207}"
308133.3333333333,"{'browOuterUpLeft': 0.22183014452457428, 'browOuterUpRight': 0.2875593602657318, 'eyeLookInRight': 0.967108964920044, 'eyeLookOutLeft': 0.967620313167572, 'mouthPressLeft': 0.49005600810050964}"
310500.0,"{'browOuterUpRight': 0.24552367627620697, 'eyeLookUpLeft': 0.2660754919052124, 'eyeLookUpRight': 0.3251936435699463, 'mouthPressLeft': 0.34715715050697327}"
312766.6666666666,"{'eyeLookInLeft': 0.8175559639930725, 'eyeLookOutRight': 0.8161689043045044, 'mouthPressLeft': 0.22039678692817688}"
315066.6666666667,"{'browOuterUpLeft': 0.23309017717838287, 'browOuterUpRight': 0.28028032183647156, 'eyeLookOutRight': 0.21595539152622223, 'mouthStretchLeft': 0.20784282684326172}"
317266.6666666666,"{'browOuterUpRight': 0.22347983717918396, 'eyeLookOutRight': 0.22927600145339966, 'eyeLookUpRight': 0.2198890894651413, 'eyeSquintLeft': 0.21687772870063782, 'eyeSquintRight': 0.24097412824630737}"
319600.0,"{'eyeLookInLeft': 0.3055489659309387, 'eyeLookOutRight': 0.34079617261886597}"
322000.0,"{'eyeLookInLeft': 0.4077482521533966, 'eyeLookOutRight': 0.4454309940338135}"
323800.0,"{'browOuterUpLeft': 0.3135877251625061, 'browOuterUpRight': 0.44843590259552, 'eyeLookOutRight': 0.21122191846370697, 'eyeLookUpLeft': 0.3521697223186493, 'eyeLookUpRight': 0.4053228497505188, 'eyeSquintRight': 0.29900282621383667}"
326200.0,"{'browOuterUpLeft': 0.4816400408744812, 'browOuterUpRight': 0.5518229603767395, 'eyeLookUpLeft': 0.7506524324417114, 'eyeLookUpRight': 0.7352522015571594, 'eyeSquintLeft': 0.3603508472442627, 'mouthPucker': 0.31763148307800293}"
328333.3333333333,"{'browInnerUp': 0.21503713726997375, 'browOuterUpLeft': 0.4987291693687439, 'browOuterUpRight': 0.4325740337371826, 'eyeLookInLeft': 0.3722868859767914, 'eyeLookOutRight': 0.3873407244682312, 'eyeLookUpLeft': 0.4646509289741516, 'eyeLookUpRight': 0.4595979154109955, 'eyeSquintLeft': 0.661207914352417, 'eyeSquintRight': 0.28563374280929565}"
330633.3333333333,"{'eyeLookInRight': 0.23280392587184906, 'eyeLookOutLeft': 0.26901039481163025, 'eyeLookUpLeft': 0.40345847606658936, 'eyeLookUpRight': 0.48797285556793213, 'eyeSquintLeft': 0.21870210766792297, 'eyeSquintRight': 0.3632420003414154, 'mouthPressLeft': 0.28742533922195435}"
333000.0,"{'browOuterUpLeft': 0.20690496265888214, 'browOuterUpRight': 0.2649290859699249, 'eyeLookUpRight': 0.2345186024904251, 'mouthLowerDownLeft': 0.21242061257362366, 'mouthLowerDownRight': 0.2172541469335556}"
335200.0,"{'browOuterUpLeft': 0.23725560307502747, 'eyeLookDownLeft': 0.25122836232185364, 'eyeLookDownRight': 0.24526338279247284, 'eyeLookInLeft': 0.3122732937335968, 'eyeLookOutRight': 0.3438660204410553, 'eyeSquintLeft': 0.2506471574306488, 'eyeSquintRight': 0.2158007174730301}"
337566.6666666667,"{'browInnerUp': 0.3127232789993286, 'browOuterUpLeft': 0.4150507152080536, 'browOuterUpRight': 0.7542502880096436, 'eyeBlinkLeft': 0.21492375433444977, 'eyeLookDownLeft': 0.47737035155296326, 'eyeLookDownRight': 0.4492761790752411, 'eyeLookInRight': 0.2407914698123932, 'eyeLookOutLeft': 0.24374312162399292, 'eyeSquintLeft': 0.30490073561668396, 'eyeSquintRight': 0.3847545385360718, 'mouthPressLeft': 0.3996557593345642}"
340033.3333333333,"{'browInnerUp': 0.538185715675354, 'browOuterUpLeft': 0.252848356962204, 'browOuterUpRight': 0.27858850359916687, 'eyeLookInLeft': 0.2053803652524948, 'eyeLookUpLeft': 0.2114318609237671, 'eyeLookUpRight': 0.3643186092376709, 'eyeSquintRight': 0.47019290924072266}"
342433.3333333333,"{'browInnerUp': 0.29418855905532837, 'browOuterUpLeft': 0.47246497869491577, 'browOuterUpRight': 0.6185928583145142, 'eyeBlinkLeft': 0.3217175006866455, 'eyeBlinkRight': 0.24366264045238495, 'eyeLookDownLeft': 0.5874513983726501, 'eyeLookDownRight': 0.60866779088974, 'eyeLookInRight': 0.2831469476222992, 'eyeLookOutLeft': 0.2785710096359253, 'eyeSquintLeft': 0.4140681326389313, 'eyeSquintRight': 0.4605482220649719, 'mouthPressLeft': 0.6277362108230591}"
344433.3333333333,"{'browInnerUp': 0.30361759662628174, 'browOuterUpLeft': 0.5907427072525024, 'browOuterUpRight': 0.7955851554870605, 'eyeBlinkLeft': 0.33587953448295593, 'eyeBlinkRight': 0.2547050416469574, 'eyeLookDownLeft': 0.4094069004058838, 'eyeLookDownRight': 0.3852759897708893, 'eyeSquintLeft': 0.5617284178733826, 'eyeSquintRight': 0.5595694780349731, 'mouthPressLeft': 0.3034944534301758}"
346333.3333333333,"{'browInnerUp': 0.4986303746700287, 'browOuterUpLeft': 0.5531472563743591, 'browOuterUpRight': 0.7348513603210449, 'eyeBlinkLeft': 0.28804218769073486, 'eyeBlinkRight': 0.2622431218624115, 'eyeLookDownLeft': 0.5234414935112, 'eyeLookDownRight': 0.5507915616035461, 'eyeLookInRight': 0.35821640491485596, 'eyeLookOutLeft': 0.35854390263557434, 'eyeSquintLeft': 0.34829869866371155, 'eyeSquintRight': 0.3714110553264618}"
348500.0,"{'browOuterUpLeft': 0.26636937260627747, 'browOuterUpRight': 0.38285884261131287, 'eyeLookOutRight': 0.210456982254982, 'eyeLookUpRight': 0.22478294372558594, 'eyeSquintRight': 0.22966310381889343, 'mouthRight': 0.27713721990585327}"
350633.3333333333,"{'browInnerUp': 0.25443941354751587, 'browOuterUpLeft': 0.5861875414848328, 'browOuterUpRight': 0.7145017385482788, 'eyeBlinkLeft': 0.2643291652202606, 'eyeBlinkRight': 0.3225836753845215, 'eyeLookDownLeft': 0.5204904675483704, 'eyeLookDownRight': 0.5479555130004883, 'eyeLookInRight': 0.24998126924037933, 'eyeLookOutLeft': 0.2366742342710495, 'eyeSquintLeft': 0.48864367604255676, 'eyeSquintRight': 0.4965134263038635}"
352833.3333333333,"{'browOuterUpLeft': 0.32009729743003845, 'eyeLookInRight': 0.8124337196350098, 'eyeLookOutLeft': 0.8193759322166443, 'eyeLookUpLeft': 0.4080061614513397, 'eyeLookUpRight': 0.42000195384025574, 'eyeSquintLeft': 0.322478711605072, 'eyeSquintRight': 0.25782206654548645}"
355200.0,"{'browOuterUpLeft': 0.3167080581188202, 'eyeLookInRight': 0.8347159624099731, 'eyeLookOutLeft': 0.8424809575080872, 'eyeLookUpLeft': 0.379385769367218, 'eyeLookUpRight': 0.3781996965408325, 'eyeSquintLeft': 0.4654056429862976, 'eyeSquintRight': 0.3972412943840027}"
357533.3333333333,"{'browInnerUp': 0.22767679393291473, 'browOuterUpLeft': 0.7116815447807312, 'browOuterUpRight': 0.6554754972457886, 'eyeBlinkLeft': 0.3804187476634979, 'eyeBlinkRight': 0.3255724310874939, 'eyeLookDownLeft': 0.6547691822052002, 'eyeLookDownRight': 0.6363850831985474, 'eyeSquintLeft': 0.5375713109970093, 'eyeSquintRight': 0.4725894033908844, 'mouthPressLeft': 0.3317682147026062}"
359833.3333333333,"{'browOuterUpLeft': 0.2502400279045105, 'browOuterUpRight': 0.28143876791000366, 'eyeLookInLeft': 0.4144291579723358, 'eyeLookOutRight': 0.4291858375072479, 'eyeLookUpLeft': 0.46792322397232056, 'eyeLookUpRight': 0.4850371778011322, 'eyeSquintLeft': 0.272867888212204, 'jawOpen': 0.2615795433521271}"
362033.3333333333,"{'browOuterUpLeft': 0.35483723878860474, 'browOuterUpRight': 0.30166423320770264, 'eyeLookInLeft': 0.5089749693870544, 'eyeLookOutRight': 0.5303916931152344, 'eyeLookUpLeft': 0.4798921048641205, 'eyeLookUpRight': 0.4959299564361572, 'eyeSquintLeft': 0.2871752977371216}"
364233.3333333334,"{'browOuterUpLeft': 0.285384863615036, 'eyeLookInRight': 0.8321424722671509, 'eyeLookOutLeft': 0.8281540274620056, 'eyeLookUpLeft': 0.27638664841651917, 'eyeLookUpRight': 0.28190574049949646, 'eyeSquintLeft': 0.3182187080383301}"
366500.0,"{'browOuterUpLeft': 0.6534308195114136, 'browOuterUpRight': 0.5771242380142212, 'eyeBlinkLeft': 0.2744423449039459, 'eyeLookDownLeft': 0.6026502251625061, 'eyeLookDownRight': 0.5985202789306641, 'eyeSquintLeft': 0.6346511840820312, 'eyeSquintRight': 0.41898852586746216}"
368966.6666666666,"{'browOuterUpLeft': 0.3061636984348297, 'browOuterUpRight': 0.20181164145469666, 'eyeLookInRight': 0.9026639461517334, 'eyeLookOutLeft': 0.9010339975357056, 'eyeLookUpLeft': 0.4812796413898468, 'eyeLookUpRight': 0.45036089420318604, 'eyeSquintLeft': 0.28193551301956177, 'mouthPucker': 0.36023062467575073, 'mouthRollLower': 0.5179810523986816, 'mouthRollUpper': 0.49117687344551086}"
